prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_awardee_duns,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_duns,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_description,prime_award_naics_code,prime_award_naics_description,subaward_type,subaward_report_year,subaward_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount
CONT_AWD_0645_9700_W58RGZ12D0089_9700,645,W58RGZ12D0089,6941978,5/2/18,2018,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58H0Z,HEADQUARTERS US ARMY AVIATION  MIS,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,Alabama,358062801,5,,,HUNTSVILLE,AL,Alabama,358062801,5,USA,UNITED STATES,PIF CONTRACT,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2019,2,R19PP00596,513780,2/5/19,2019,188991954,"GENERAL DYNAMICS MISSION SYSTEMS, INC",,1381284,GENERAL DYNAMICS CORPORATION,USA,UNITED STATES,400 JOHN QUINCY ADAMS RD,TAUNTON,MA,Massachusetts,27801036,4,,"For-Profit Organization,Manufacturer of Goods",,TAUNTON,MA,Massachusetts,27801036,4,USA,UNITED STATES,MATERIALS IN SUPPORT OF THE RDS CONTRACT.,WILLIAM W WEISS,995000,MANUEL B MORA,986000,MICHAEL J DIBIASE,969000,JAMES M STOCKDALE,961000,CHRISTOPHER  MARZILLI,2205000
CONT_AWD_SC11_9700_FA873214D0005_9700,SC11,FA873214D0005,31045.36,9/17/15,2015,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA8604,FA8604  AFLCMC PZI,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F4FDAA,AFLCMC XZZ,,,556054591,"FORCE 3, INC.",,556054591,"FORCE 3, INC.",USA,UNITED STATES,2151 PRIEST BRIDGE DR STE 7,CROFTON,MD,,211142478,5,,"Contracts and Grants,For-Profit Organization,Hispanic American Owned,Minority-Owned business",,MD,,211142478,5,USA,UNITED STATES,"NON ACAT, AFLCMC/WWG, EMC DATA DOMAIN",334210,TELEPHONE APPARATUS MANUFACTURING,sub-contract,2015,9,PO-013307,30114,9/18/15,2015,97447148,EMC CORPORATION,,97447148,EMC CORPORATION,USA,UNITED STATES,176 SOUTH ST,HOPKINTON,MA,,17482209,3,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,Hopkinton,MA,,17482209,3,USA,UNITED STATES,To fulfill the Government's purchase order for EMC equipment.,,,,,,,,,,
CONT_AWD_FA481918C6001_9700_-NONE-_-NONE-,FA481918C6001,,70203597.59,10/1/17,2018,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA4819,FA4819  325TH CONTRACING SQ PKP,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F4A360,F4A360 325 CES CCQ,057-2018/2018-3400-000;057-2019/2019-3400-000,057-3400,78352461,ALUTIIQ COMMERCIAL ENTERPRISES LLC,,52089695,AFOGNAK NATIVE CORPORATION,USA,UNITED STATES,3909 ARCTIC BLVD STE 500,ANCHORAGE,AK,Alaska,995035770,0,,,TYNDALL AFB,FL,Florida,324035549,2,USA,UNITED STATES,IGF::OT::IGF.  CE BASE OPERATIONS SUPPORT (BOS).,561210,FACILITIES SUPPORT SERVICES,sub-contract,2019,6,20CVA01484 CO6,96799.12,4/5/19,2019,80369087,"FERGUSON ENTERPRISES, INC.",FERGUSON WATERWORKS,217062862,FERGUSON PLC,USA,UNITED STATES,13890 LOWE ST STE A,CHANTILLY,VA,Virginia,201513277,10,,For-Profit Organization,,Boston,MA,Massachusetts,2241,9,USA,UNITED STATES,"CO6 increased funds by $6.71 - New BPO Total: $96,799.12",,,,,,,,,,
CONT_AWD_0130_9700_N6523610D6830_9700,130,N6523610D6830,439990.91,8/28/12,2012,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N65236,SPAWAR SYSTEMS CENTER ATLANTIC,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N69235,NAVAL NETWORK WARFARE COMMAND,,,800205952,"CHUGACH WORLD SERVICES, INC.",,71844021,CHUGACH ALASKA CORPORATION,USA,UNITED STATES,3800 CENTERPOINT DR STE 601,ANCHORAGE,AK,,995034161,0,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Minority-Owned business,Native American Owned,SBA Certified 8(a) Program Participant,Self-Certified Small Disadvantaged Business,Tribally Owned Firm",NORFOLK,VA,,235011376,3,USA,UNITED STATES,PROGRAM MANAGEMENT SERVICES,541330,ENGINEERING SERVICES,sub-contract,2012,11,201251363,36310.84,9/27/12,2012,795541184,MUTUAL TELECOM SERVICES INC,MTS,64617301,BLACK BOX CORPORATION,USA,UNITED STATES,250 FIRST AVENUE STE 301,NEEDHAM,MA,,24942905,9,,"Contracts and Grants,For-Profit Organization",,Needham,MA,,24942888,9,USA,UNITED STATES,network switch/server system,STEVEN D CLANCY,368125,MICHAEL MCANDREW,1389418,NA,1,NA,1,NA,1
CONT_AWD_DH03_9700_W912HN08D0032_9700,DH03,W912HN08D0032,29418.35,4/17/12,2011,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912DQ,W071 ENDIST KANSAS CITY,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912DQ,W071 ENDIST KANSAS CITY,,,795021083,"ALUTIIQ INTERNATIONAL SOLUTIONS, LLC",,52089695,Afognak Native Corporation,USA,UNITED STATES,3033 S PARKER RD STE 1111,AURORA,CO,,800142921,7,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Limited Liability Company,Minority-Owned business,Native American Owned,Self-Certified Small Disadvantaged Business",Geary County,KS,,664421011,2,USA,UNITED STATES,"ATTACK AV BN COMPLEX-PN: 65714 - CONSTRUCT A STANDARD DESIGN TACTICAL EQUIPMENT MAINTENANCE FACILITY (TEMF) WHICH IS PART OF THE AVIATION BATTALION COMPLEX AT FT RILEY, KS.  PRIMARY FACILITIES INCLUDE VEHICLE MAINTENANCE SHOP, OIL STORAGE, HAZARDOUS WASTE STORAGE, ORGANIZATIONAL STORAGE, AND ORGANIZATIONAL VEHICLE PARKING.",236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,sub-contract,2013,7,101228,109.94,4/16/12,2012,58614483,TYCO HEALTHCARE GROUP LP,COVIDIEN,985033032,COVIDIEN PUBLIC LIMITED COMPANY,USA,UNITED STATES,15 HAMPSHIRE ST,MANSFIELD,MA,,20481113,4,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,Mansfield,MA,,20481113,4,USA,UNITED STATES,"medical / surgical equipment or supplies
 ",,,,,,,,,,
CONT_AWD_0023_9700_W58RGZ13D0048_9700,23,W58RGZ13D0048,62876883.62,9/26/14,2014,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F3QCBB,WR ALC LUFP,,,794757877,"SCIENCE AND ENGINEERING SERVICES, LLC",,783196348,"SCIENCE AND ENGINEERING SERVICES, LLC",USA,UNITED STATES,248 DUNLOP BLVD,HUNTSVILLE,AL,,358241102,5,,"Asian-Pacific American Owned,Contracts and Grants,For-Profit Organization,Limited Liability Company,Minority-Owned business",Huntsville,AL,,358241102,5,USA,UNITED STATES,UNITED STATES AIR FORCE REQUIREMENT TO OBTAIN LOGISTICS INTEGRATION SUPPORT IN THE CONVERSION OF 19 UH-60L AIRCRAFT TO THE HH-60G CONFIGURATION.,336411,AIRCRAFT MANUFACTURING,sub-contract,2015,12,L15P005141,54960.92,11/30/15,2016,876327628,"PARKER-HANNIFIN, CORPORATION",PARKER CHOMERICS DIV,4175550,PARKER-HANNIFIN CORPORATION,USA,UNITED STATES,77 DRAGON CT,WOBURN,MA,,18881039,7,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,WOBURN ,MA,,18881039,7,USA,UNITED STATES,Materials in support of the LSF contract.,,,,,,,,,,
CONT_AWD_AID624TO1600004_7200_AIDOAAI1300005_7200,AID624TO1600004,AIDOAAI1300005,12999231,8/29/16,2016,72,Agency for International Development (USAID),7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720624,USAID/WEST AFRICA REGIONAL,72,Agency for International Development (USAID),7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720624,USAID/WEST AFRICA REGIONAL,072-2010/2015-1021-000;072-2015/2020-1021-000;072-2016/2021-1021-000;072-2017/2018-1037-000;072-2017/2022-1021-000;072-2017/2022-1037-000,072-1021;072-1037,91345579,"CREATIVE ASSOCIATES INTERNATIONAL, INC.",,,,USA,UNITED STATES,5301 WISCONSIN AVE NW STE 700,WASHINGTON,DC,,200152015,0,,,Accra,0,,,,GH,,"IGF::OT::IGF PARTNERSHIPS FORT PEACE TASK ORDER. THE GOAL OF THIS ACTIVITY IS TO SUPPORT THE EFFORTS OF WEST AFRICANS TO IMPROVE THEIR ABILITY TO COUNTER VIOLENT EXTREMISM (CVE). THIS WILL BE ACHIEVED BY IDENTIFYING REGIONAL, NATIONAL, AND SUB-NATIONAL ORGANIZATIONS AND GOVERNMENTS WITH POTENTIAL AND POLITICAL WILL TO COUNTER VE, AND PROVIDING THEM WITH THE ORGANIZATIONAL AND TECHNICAL SKILLS TO UNDERTAKE PROACTIVE CVE PROGRAMS CAPABLE OF DIMINISHING THE VULNERABILITY OF AT-RISK POPULATIONS.",541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,sub-contract,2017,8,P4P-16-KAR0001,422880,9/5/16,2016,128051807,KARUNA CENTER FOR PEACE BUILDING INC,KARUNA CENTER,,,USA,UNITED STATES,447 WEST ST STE 2,AMHERST,MA,,10022933,1,,Nonprofit Organization,,Amherst,MA,,10022933,1,USA,UNITED STATES,"  Lead regional- and national-level assessments to evaluate the current political context regionally and within the four countries to support the development of P4P's optimal approach to future CVE initiatives.
   Regional conferences and/or consultations which would include government actors responsible for creating national platforms for CVE, national civil society leaders identified as key opinion leaders during the assessment (including religious leaders, youth leaders, journalists, and women s networks), and appropriate representatives from ECOWAS, the Sahel 5, WANEP, WACSOF, and regional partners.  
   Multi-stakeholder dialogues. Regional multi-stakeholder dialogues focusing on horizontal exchange and learning, time will also be given for presentations by international experts on a variety of relevant CVE topics. These dialogues will take place in at least one of the target countries. 
   Final lessons-learned conference. The final multi-stakeholder meeting will be a lessons learned conference and will take place in the region. The emphasis will be on collecting success stories, the further distillation of best practices, and ways of institutionalizing CVE as a crosscutting, integrated effort in both government and civil society peacebuilding practices.  
   Pause and reflect moments. 
 
 Karuna will support iterative learning through ongoing assessment and pause-and-reflect moments throughout the program.  Through weekly or bi-monthly check-ins with Creative and Search for Common Ground staff, both in the field and at respective headquarters, Karuna will provide input to the strategy and activities of the program. Activities could include conferences, capacity building, training, dialogues, etc. at the regional, national, and sub-national levels. While Karuna leads activities under this Output, Creative will approve activities in advance and assist with coordination and collaboration among stakeholders, USAID, regional partners, and other subcontractors. ",,,,,,,,,,
CONT_AWD_FA945318F0001_9700_FA945314D0312_9700,FA945318F0001,FA945314D0312,8032938,1/8/18,2018,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA9453,FA9453  DET 8  AFRL PKV8,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F2KBAA,AFRL RVF,057-2017/2018-3600-000;057-2018/2019-3600-000;057-2019/2020-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000,057-3600;097-0400,81475873,A-TECH CORPORATION,APPLIED TECHNOLOGY ASSOCIATES (ATA),81475873,A-TECH CORPORATION,USA,UNITED STATES,1300 BRITT ST SE,ALBUQUERQUE,NM,New Mexico,871233353,1,,,Albuquerque,NM,New Mexico,871233353,1,USA,UNITED STATES,ENVIRONMENTAL IMPACTS ON SPACE SITUATIONAL AWARENESS (SSA) AND PRECISION NAVIGATION AND TIMING (PNT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2019,4,190587,2908428,3/25/19,2019,91493569,"ATMOSPHERIC AND ENVIRONMENTAL RESEARCH, INC.",,826589330,"Verisk Analytics, Inc.",USA,UNITED STATES,131 HARTWELL AVE STE 4,LEXINGTON,MA,Massachusetts,24213105,7,,For-Profit Organization,,LEXINGTON,MA,Massachusetts,24213126,7,USA,UNITED STATES,Support to ATA on SVAT,,,,,,,,,,
CONT_AWD_NNG12HP08C_8000_-NONE-_-NONE-,NNG12HP08C,,103000000,4/2/12,2012,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080-2013/2014-0120-000;080-2014/2015-0122-000;080-2016/2017-0120-000;080-2016/2017-0122-000;080-2017/2018-0120-000;080-2017/2018-0122-000,080-0120;080-0122,87694808,"SCIENCE SYSTEMS AND APPLICATIONS, INC.",SSAI,87694808,"SCIENCE SYSTEMS AND APPLICATIONS, INC.",USA,UNITED STATES,10210 GREENBELT RD STE 600,LANHAM,MD,,207066239,5,,,"Greenbelt, Maryland",MD,,207710003,5,USA,UNITED STATES,"IGF::OT::IGF OTHER FUNCTIONS THIS CONTRACT IS FOR (R&D) PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTCHNOLOGY) AND IS FOR THE PURCHASE OF SUPPORT SERVICES FOR ATMOSPHERIC SCIENCE THE NASA GODDARD SPACE FLIGHT CENTER (GSFC) CONDUCTS A COMPREHENSIVE RESEARCH AND TECHNOLOGY DEVELOPMENT PROGRAM DIRECTED TOWARDS OBSERVING, MONITORING, CHARACTERIZING, MODELING, UNDERSTANDING, AND ADVANCING KNOWLEDGE OF THE EARTH'S ATMOSPHERE.  THE RESEARCH PROGRAM IS AIMED AT UNDERSTANDING THE STRUCTURE, DYNAMICS, AND RADIATIVE PROPERTIES OF CLOUDS, AEROSOLS, AND PRECIPITATION; UNDERSTANDING ATMOSPHERIC CHEMISTRY, ESPECIALLY THE ROLE OF NATURAL AND ANTHROPOGENIC TRACE SPECIES ON THE OZONE BALANCE IN THE STRATOSPHERE AND TROPOSPHERE; IMPROVING SHORT AND MEDIUM TERM NUMERICAL WEATHER PREDICTION; UNDERSTANDING THE INFLUENCE OF SOLAR VARIABILITY ON THE EARTH'S CLIMATE; AND ADVANCING OUR UNDERSTANDING OF THE PHYSICAL PROPERTIES OF THE EARTH'S ATMOSPHERE INCLUDING ITS INTERACTION WITH THE EARTH SURFACE.  SCIENTISTS IDENTIFY REQUIREMENTS FOR ATMOSPHERIC OBSERVATIONS VIA SATELLITE MISSIONS AND SUB-ORBITAL INSTRUMENTATION.  SCIENTISTS CONCEIVE, DESIGN, DEVELOP, AND IMPLEMENT OPTICAL, MICROWAVE, RADAR, AND LIDAR TECHNOLOGIES FOR REMOTE SENSING OF THE ATMOSPHERE.  SCIENTISTS FURTHER CONDUCT FIELD MEASUREMENTS FOR SATELLITE SENSOR CALIBRATION AND DATA VALIDATION, AND CARRY OUT MODELING ACTIVITIES FOR ATMOSPHERIC RADIATIVE TRANSFER, CLIMATE, CLOUDS, AEROSOLS, CHEMISTRY AND TRANSPORT OF TRACE SPECIES, AND IN GENERAL THE DEVELOPMENT OF NEXT-GENERATION EARTH SYSTEM MODELS.",541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2015,6,21205-16-011,52520,1/4/16,2016,133087192,"REMOTE SENSING SOLUTIONS, INC.",,,,USA,UNITED STATES,3179 MAIN ST UNIT 3,BARNSTABLE,MA,,26301105,10,,"For-Profit Organization,S Corporation",,Barnstable,MA,,26301105,10,USA,UNITED STATES,"This task supports the maintenance, field support, and processing for radar instruments. Specific efforts under this task include the following:
 
  Work with engineering team members to upgrade the radar systems
  Perform mechanical engineering, analysis, and fabrication for the Goddard radars that is required for new installations, etc.  For all design tasks, any engineering drawings that will be required will be created IAW best industry practices and to a Level II standard, creation of Level III drawings are not required.
  Support development of interface and other boards for the Goddard radars.
  Implement new advanced radar algorithms for airborne and spaceborne radars.
  Travel in support of field campaigns as needed.
 
 The subcontractor shall provide support to the GSFC SpaceCube2.0 radar. NASA Goddard Space Flight Center (GSFC) has developed a high speed FPGA based digital receiver for the future spaceborne atmospheric radar, such as the Cyclone Precipitation Process System (CycloPPS) Ka/W-band dual-frequency radar.  The objective of this task is to port the iRAP digital receiver FPGA firmware currently used by the GSFC High-altitude Imaging Wind and Rain Airborne Profiler (HIWRAP) to the newly developed GSFC SpaceCube2.0-based digital receiver board, and to provide support for testing and evaluating the performance of this firmware on the new hardware.
 ",,,,,,,,,,
CONT_AWD_0680_9700_W58RGZ12D0089_9700,680,W58RGZ12D0089,2335478,11/2/17,2018,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58H0Z,W0H9 US ARMY AVN  MISSLES CMD,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,,HUNTSVILLE,AL,,358062801,5,USA,UNITED STATES,"PROVIDE AVIATION GROUND SUPPORT EQUIPMENT (AGSE) IDENTIFIED AT APPENDIX C IN SUPPORT OF FOREIGN MILITARY SALES (FMS) CASES TU-B-IBD AND AE-B-UDE.""",336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2018,2,R17PP04427,114310,12/12/17,2018,37516457,"DRUCK, LLC",GE MEASUREMENT & CONTROL,1367960,GENERAL ELECTRIC COMPANY,USA,UNITED STATES,1100 TECHNOLOGY PARK DR STE 300,BILLERICA,MA,,18214111,5,,"For-Profit Organization,Manufacturer of Goods",,BELLERICA,MA,,18214111,5,USA,UNITED STATES,Materials in support of the RDS contract.,,,,,,,,,,
CONT_AWD_0003_9700_FA945312D0285_9700,3,FA945312D0285,4020884,7/13/12,2012,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA9453,FA9453  DET 8  AFRL PKV8,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F2KBAA,AFRL RVF,,,786263199,"ATA AEROSPACE, LLC",,,,USA,UNITED STATES,1300 BRITT ST SE,ALBUQUERQUE,NM,,871233353,1,,,Albuquerque,NM,,871233353,1,USA,UNITED STATES,STRIVE: INNOVATIVE NANOSAT EXPERIMENT SERIES,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2018,3,PO NM18-320,55035,2/27/18,2018,131142747,THE MATHWORKS INC,,131142747,THE MATHWORKS INC,USA,UNITED STATES,3 APPLE HILL DR,NATICK,MA,,17602098,7,,"For-Profit Organization,S Corporation",,Natick,MA,,17602098,7,USA,UNITED STATES,Provide Software spt on STRIVE TO 3 - SSP,,,,,,,,,,
CONT_AWD_R506_9700_FA664308D0003_9700,R506,FA664308D0003,966165,9/28/10,2010,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA6606,FA6606  439 CONF LGC,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F5N3FQ,439 MSG CEC,,,57409740,GEO-MARINE INC,,57409740,"GEO-MARINE, INC.",USA,UNITED STATES,2201 K AVENUE SUITE A2,PLANO,TX,,750745977,3,,"Contracts,For-Profit Organization",Chicoppee,MA,,10221507,2,USA,UNITED STATES,"REPAIR/ALTER EAST TOWER, DC HANGAR, BLDG 7000, YTPM 10-0016A/B, JCN R50012",236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,sub-contract,2011,9,2710csa11-A,175000,10/24/11,2012,9771692,MUSKA ELECTRIC CO.,,,,USA,UNITED STATES,1985 OAKCREST AVE,SAINT PAUL,MN,,551132605,4,,"Contracts,For-Profit Organization,S Corporation",,Chicopee,MA,,10221507,2,USA,UNITED STATES,Repair East Tower,,,,,,,,,,
CONT_AWD_RX09_9700_FA873214D0005_9700,RX09,FA873214D0005,3564692,9/17/15,2015,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA8751,FA8751 AFRL RIKO,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F2VVJ6,HQ USCENTCOM CCJ6,,,556054591,"FORCE 3, INC.",,556054591,"FORCE 3, INC.",USA,UNITED STATES,2151 PRIEST BRIDGE DR STE 7,CROFTON,MD,,211142478,5,,"Contracts and Grants,For-Profit Organization,Hispanic American Owned,Minority-Owned business",Crofton,MD,,211141000,4,USA,UNITED STATES,SERVER EQUIPMENT,334210,TELEPHONE APPARATUS MANUFACTURING,sub-contract,2015,9,"PO-013437, PO-013439",3283618,9/22/15,2015,97447148,EMC CORPORATION,,97447148,EMC CORPORATION,USA,UNITED STATES,176 SOUTH ST,HOPKINTON,MA,,17482209,3,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,Hopkinton,MA,,17482209,3,USA,UNITED STATES,To fulfill the Government's purchase order for IT Server Equipment.,,,,,,,,,,
CONT_AWD_W58RGZ18F0049_9700_W58RGZ12D0089_9700,W58RGZ18F0049,W58RGZ12D0089,11111836,8/16/18,2018,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58H0Z,HEADQUARTERS US ARMY AVIATION  MIS,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,Alabama,358062801,5,,,HUNTSVILLE,AL,Alabama,358062801,5,USA,UNITED STATES,"THIS STATEMENT OF WORK (SOW) DEFINES THE EFFORT REQUIRED FOR THE PROCUREMENT, MANUFACTURING, INTEGRATION, KITTING, AND DELIVERY OF MULTIPLE APACHE MISSION ESSENTIAL PACKAGES (MEPS), MODIFICATION KITS, AND APACHE PARTS.",336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2018,12,R18PP04120,58298,9/21/18,2018,37516457,"DRUCK, LLC",GE MEASUREMENT & CONTROL,1367960,GENERAL ELECTRIC COMPANY,USA,UNITED STATES,1100 TECHNOLOGY PARK DR STE 300,BILLERICA,MA,Massachusetts,18214111,5,,"For-Profit Organization,Manufacturer of Goods",,BILLERICA,MA,Massachusetts,18214111,5,USA,UNITED STATES,MATERIALS IN SUPPORT OF THE RDS CONTRACT.,,,,,,,,,,
CONT_AWD_0002_9700_N4008513D8009_9700,2,N4008513D8009,4961901,9/23/13,2013,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N40085,NAVAL FAC ENGINEERING CMD MID LANT,97,Department of Defense (DOD),1700,DEPT OF THE NAVY,N32446,PORTSMOUTH NAVAL SHIPYARD,,,3636334,"RICHARD BRADY & ASSOCIATES, INC.",,3636334,"RICHARD BRADY & ASSOCIATES, INC.",USA,UNITED STATES,3710 RUFFIN RD,SAN DIEGO,CA,,921231812,52,,"Contracts and Grants,DoT Certified Disadvantaged Business Enterprise,For-Profit Organization,Hispanic American Owned,Minority-Owned business,S Corporation,Self-Certified Small Disadvantaged Business",KITTERY,ME,,39041413,1,USA,UNITED STATES,IGF::OT::IGF PWD MAINE MACC - BASE YEAR BUILDING 42 CONSERVATION AND ENERGY REPAIR TO SHOP 64,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,sub-contract,2013,12,MATLAN.025.002G,453600,12/26/13,2014,8902863,PROGRESSIVE ROOFING INC,,,,USA,UNITED STATES,261 RIVER ST,HAVERHILL,MA,,18325210,5,,"Contracts and Grants,For-Profit Organization",,HAVERHILL ,MA,,18325210,5,USA,UNITED STATES,ROOFING AND SHEETMETAL WORK,,,,,,,,,,
