,Business_Name,BusinessContact_FirstName,BusinessContact_LastName,Business_City,Business_State,PrimaryNAICSCode,Business_ClientID
1248,"Horiuchi Solien, Inc.",Kris,Horiuchi,Falmouth,MA,541320,19970022
1249,"Horiuchi Solien, Inc.",Kris,Horiuchi,Falmouth,MA,541320,19970022
1252,"Horticultural DNA, Inc.",Steven,Fernandes,Hyannis,MA,"561730, 115112, 238910, 541690",20120081
1253,"Horticultural DNA, Inc.",Steven,Fernandes,Hyannis,MA,"561730, 115112, 238910, 541690",20120081
1257,"Hubbell Group, Inc. The",Constance,Hubbell,Quincy,MA,"541820, 541910, 561410, 541613",19990203
1258,"Hubbell Group, Inc. The",Constance,Hubbell,Quincy,MA,"541820, 541910, 561410, 541613",19990203
1260,HUHUI,Victoria Y.,Lin,Lowell,MA,541512,
1262,"Hurst Landscaping, Inc.",David,Hurst,Mattapan,MA,"541320, 238140",19990114
1267,"Hyggemail, LLC d/b/a: Minuteman Press of Natick",Pramitha,Chowrira Munjandira,Natick,MA,,20190118
1268,"IBC Offshore, Inc.",Amy,Lincoln,Pembroke,MA,"441222, 423110, 423120",20080404
1269,"IBC Offshore, Inc.",Amy,Lincoln,Pembroke,MA,"441222, 423110, 423120",20080404
1270,"Icarus Construction Services, LLC",Lionell,"Thompson, Jr.",Worcester,MA,"236118, 236210, 236220",20100279
1271,"Icarus Construction Services, LLC",Lionell,"Thompson, Jr.",Worcester,MA,"236118, 236210, 236220",20100279
1272,"Icarus Construction Services, LLC",Lionell,"Thompson, Jr.",Worcester,MA,"236118, 236210, 236220",20100279
1273,"Icarus Construction Services, LLC",Lionell,"Thompson, Jr.",Worcester,MA,"236118, 236210, 236220",20100279
1274,"ICR Drywall, Inc.",John,Gonzalez,Tyngsboro,MA,238310,20180095
1275,"ID Lighting Design, LLC",Insiya,Divan,Reading,MA,541490,20150159
1280,"IMEX Cargo, LLC",Michelle,DeFronzo,East Boston,MA,"488510, 481112, 481212, 481219, 484121, 484122, 488991, 488999, 484110",20160048
1281,"IMEX Cargo, LLC",Michelle,DeFronzo,East Boston,MA,"488510, 481112, 481212, 481219, 484121, 484122, 488991, 488999, 484110",20160048
1282,"IMEX Cargo, LLC",Michelle,DeFronzo,East Boston,MA,"488510, 481112, 481212, 481219, 484121, 484122, 488991, 488999, 484110",20160048
1283,"Immediate Connections, Inc.",Patricia,McGoldrick,Somerville,MA,561311,19920252
1284,"Impower Energy, Inc.",Roland,Sanglap,Lowell,MA,"541611, 541690",20180054
1285,"IN Enterprises, Inc.",Ivan,Niero,Centerville,MA,238320,20160015
1286,"IN Enterprises, Inc.",Ivan,Niero,Centerville,MA,238320,20160015
1287,"In Order Business Development Solutions, Inc",Shelley,Webster,Roxbury,MA,"541618, 561421, 561499, 484210, 561110, 561410, 561920, 488991, 541214, 541219, 541611, 541612, 541613",20140123
1289,"In-Design Cabinetry, Inc.",Nhan,Pham,Worcester,MA,541410,20170013
1290,"Indosoft, Inc.",Rahul,Indoliya,Shrewsbury,MA,541512,20010230
1291,"Industry Solutions, LLC",Kyle,Martin,Braintree,MA,"238310, 425120, 518210",20170203
1292,"Industry Solutions, LLC",Kyle,Martin,Braintree,MA,"238310, 425120, 518210",20170203
1293,"Infinity Abatement Services, Inc.",Alicia,Germosen,Lawrence,MA,562910,20110106
1294,"Infusion Plus, LLC",Yolande,Louis,Waltham,MA,621610,20150087
1295,"Inner City Fire Protection & Mechanical, Inc.",Joel,Williams,Hyde Park,MA,"238220, 423610, 423720",20120304
1297,"Innovative Data, LLC",Beth,Knodler,Belchertown,MA,519190,20090474
1298,"Innovative Data, LLC",Beth,Knodler,Belchertown,MA,519190,20090474
1302,"Innovative Safety Services, Inc.",Mary,McGeoghegan,Marshfield,MA,541620,20030719
1303,"Innovative Safety Services, Inc.",Mary,McGeoghegan,Marshfield,MA,541620,20030719
1304,"Inquilinos Boricuas En Accion, Inc.",Vanessa,Calderon-Rosado,Boston,MA,624190,19860076
1305,"Inside Out Communications, Inc.",Rebecca,Palmer,Holliston,MA,,20070150
1306,"Inspiration Zone, LLC",Juliette,Mayers,Norwell,MA,541611,20170231
1307,"Insuranceone Insurance Agency, Inc. d/b/a: West Insurance Agency, Inc.",John,Jenkins,Boston,MA,"524210, 524298",20040468
1308,"Insuranceone Insurance Agency, Inc. d/b/a: West Insurance Agency, Inc.",John,Jenkins,Boston,MA,"524210, 524298",20040468
1309,"Insuranceone Insurance Agency, Inc. d/b/a: West Insurance Agency, Inc.",John,Jenkins,Boston,MA,"524210, 524298",20040468
1310,"Integrated Engineering & Sciences, Inc.",Bryan,Johnson,Mansfield,MA,541330,20170184
1312,Integrated Wildlife Control,Ruth,Callahan,Florence,MA,114210,20050006
1313,Integrated Wildlife Control,Ruth,Callahan,Florence,MA,114210,20050006
1314,"Integrity Home Care Solutions, LLC",Nwanne,Onyeabor,Tewksbury,MA,621610,20160008
1317,"Intent Architects, LLC",Robyn,Parker,Reading,MA,541310,20100155
1318,"Intent Architects, LLC",Robyn,Parker,Reading,MA,541310,20100155
1321,"Interactive Tactical Group, Inc.",Michael,Quan,Somerville,MA,541922,20090424
1322,"Interactive Tactical Group, Inc.",Michael,Quan,Somerville,MA,541922,20090424
1323,"Intercultural Productions, LLC",Alex,Gomez,Lynn,MA,"512110, 323111, 512191, 512199, 541922",20150282
1324,"Intercultural Productions, LLC",Alex,Gomez,Lynn,MA,"512110, 323111, 512191, 512199, 541922",20150282
1325,"Intergeneration Capital Management, LLC",Yin,Kon,Andover,MA,523920,20120246
1326,"Intergeneration Capital Management, LLC",Yin,Kon,Andover,MA,523920,20120246
1327,"InterGlobal Communication Group, LLC",Wallace,Andrews,Worcester,MA,561422,20120322
1333,"Interpreters Associates, Inc.",Ana Maria,Liebl,Charlestown,MA,541930,20110108
1339,Isaac Ogbomo d/b/a: In & Out Services,Isaac,Ogbomo,Boston,MA,561720,20140118
1340,ISES/Integrative Sustainability & Environmental Solutions,Crystal,Johnson,Brookline,MA,541620,20110068
1341,ISES/Integrative Sustainability & Environmental Solutions,Crystal,Johnson,Brookline,MA,541620,20110068
1344,"IT Mantra, LLC",Rohit,Goenka,Wellesley,MA,"561311, 561320",20080236
1345,"It's About Time Logistics, LLC",Louise,Cadavid,Canton,MA,541614,20180171
1346,"It's About Time Logistics, LLC",Louise,Cadavid,Canton,MA,541614,20180171
1347,"J & D Drywall, Inc.",Jose,Fragata,Westport,MA,238310,20100387
1348,"J & D Drywall, Inc.",Jose,Fragata,Westport,MA,238310,20100387
1349,"J & J Contractors, Inc.",Kamlesh,Patel,North Billerica,MA,"237310, 238120, 238910, 236220",19970172
1350,"J & J Driving School and Logistics, Inc.",Jeffrey,Graham,New Bedford,MA,"611692, 611519",19930304
1351,"J & O Construction, Inc.",Oscar,Rodriguez,Brockton,MA,"236118, 238160, 238140",20100139
1352,"J & S Business Products, Inc.",Jose,Banchs,Ayer,MA,"323113, 454390, 541890",20180098
1356,"J Cougler, Inc.",Jennifer,Amorello,West Harwich,MA,"541990, 425120",19920089
1357,"J Cougler, Inc.",Jennifer,Amorello,West Harwich,MA,"541990, 425120",19920089
1362,"J Rego Trucking, Inc.",Joyce,Rego,Raynham,MA,484110,19970139
1363,"J Rego Trucking, Inc.",Joyce,Rego,Raynham,MA,484110,19970139
1364,"J Tropeano, Inc.",Louisa,Tanner,North Andover,MA,237310,20020538
1365,"J Tropeano, Inc.",Louisa,Tanner,North Andover,MA,237310,20020538
1366,J. A. Bullock Landscaping,Jonathan A.,Bullock,Dorchester,MA,561730,20130081
1367,J. Freire Electrical Contractor,Jose,Freire,New Bedford,MA,238210,20120115
1368,J. L. Dunn & Company,Laura,White,Boston,MA,"238130, 238350",20110033
1369,J. L. Dunn & Company,Laura,White,Boston,MA,"238130, 238350",20110033
1372,"Jackman Professional Accounting, Inc.",Cynthia,Younger,Boston,MA,"541211, 541213",20160275
1373,"Jackson Glass, Inc.",Barbara,Graffeo,Roslindale,MA,811122,20020190
1374,Jacqueline L. Cooper d/b/a: Financial Education Associates,Jacqueline,Cooper,Dorchester,MA,"531390, 611710",20070177
1377,"JaMa Professional Cleaning, Inc.",Maria,Rivera Brown,Boston,MA,561720,20140145
1378,"JaMa Professional Cleaning, Inc.",Maria,Rivera Brown,Boston,MA,561720,20140145
1379,"James General Contracting, Inc.",Ronald,James,Brockton,MA,541990,20170125
1380,Jane Estella d/b/a: Artios Architects,Jane,Estella,Pembroke,MA,"541310, 541410",19940151
1381,Jane Estella d/b/a: Artios Architects,Jane,Estella,Pembroke,MA,"541310, 541410",19940151
1382,Jane P. O'Hern,Jane P.,O'Hern,Newburyport,MA,541611,19950127
1383,Jane P. O'Hern,Jane P.,O'Hern,Newburyport,MA,541611,19950127
1384,"Janey Construction Management & Consulting, Inc.",Gregory,Janey,Boston,MA,"541611, 541614, 236220",20070208
1385,Jani Communications,Janice,Foley,Mattapoisett,MA,"541820, 541613",20080272
1386,Jani Communications,Janice,Foley,Mattapoisett,MA,"541820, 541613",20080272
1388,Jasmine Alcantara d/b/a: JLA Group,Jasmine,Alcantara,Nantucket,MA,"541611, 541613, 541614, 541618",20160113
1389,Jasmine Alcantara d/b/a: JLA Group,Jasmine,Alcantara,Nantucket,MA,"541611, 541613, 541614, 541618",20160113
1391,Jayde Corporation,Robert W.,Santos,Plymouth,MA,"237310, 484110, 237110",19960125
1392,Jayde Corporation,Robert W.,Santos,Plymouth,MA,"237310, 484110, 237110",19960125
1394,"Jazzy Sportswear Promotional Company, LLC",Vincent,Williams,Lynn,MA,541890,20020141
1395,"Jazzy Sportswear Promotional Company, LLC",Vincent,Williams,Lynn,MA,541890,20020141
1397,"JC Williams Community Center, Inc.",Steven,Williams,Springfield,MA,624410,20180193
1398,"JCK Underground, Inc.",Jennifer A.,Jordan,Boston,MA,"541330, 541380",20160127
1403,Jeff Ollivierre's Carpets,Jeffrey,Ollivierre,South Dartmouth,MA,,19920234
1404,"Jensay, Inc. d/b/a: Joyce Chen Foods",Stephen,Chen,Acton,MA,"424420, 311941",20060229
1405,"Jerez, LLC",Greicy,Jerez,Saugus,MA,"561720, 561730",20120070
1406,"Jerez, LLC",Greicy,Jerez,Saugus,MA,"561720, 561730",20120070
1407,"JFK Environmental Services, LLC",Jayne,Knott,Upton,MA,541620,20080271
1408,"JFK Environmental Services, LLC",Jayne,Knott,Upton,MA,541620,20080271
1410,Jill Harrison Berg Consulting,Jill,Berg,Jamaica Plain,MA,611710,20100168
1411,"Jill Norcott & Associates, LLC",Jill,Norcott,Natick,MA,541330,20140301
1412,"Jill Norcott & Associates, LLC",Jill,Norcott,Natick,MA,541330,20140301
1413,"Jimenez & Son Construction Co., Inc.",Jorge,Jimenez,Leominster,MA,"238140, 237310",20050202
1414,"Jimenez & Son Construction Co., Inc.",Jorge,Jimenez,Leominster,MA,"238140, 237310",20050202
1415,"Jireh Enterprise, Inc.",Jesus,Rivera,New Bedford,MA,"484220, 561730",20180103
1416,jjDCN Corp,David,Nwanagu,Mashpee,MA,"237110, 238120, 238110",
1419,"JLJ Construction, Inc.",Joe,Long Jr,Springfield,MA,"484220, 561730",20180030
1420,JM Fiske Environmental,Julia M.,Fiske,Shelburne,MA,"541620, 541715",20120022
1421,JM Fiske Environmental,Julia M.,Fiske,Shelburne,MA,"541620, 541715",20120022
1422,JMAX Small Business Solutions,Misty,Viera,Marlborough,MA,"541219, 541611, 561110, 611430",20130145
1423,JMAX Small Business Solutions,Misty,Viera,Marlborough,MA,"541219, 541611, 561110, 611430",20130145
1426,"JMS Realty & Trust, LLC",John,Silva,New Bedford,MA,531210,20180059
1427,"JNB Construction, Inc.",Jose,Batista,Lawrence,MA,238130,20130297
1428,Joan S. Rockwell d/b/a: Joan S. Rockwell & Associates,Joan S.,Rockwell,Greenfield,MA,"541320, 541620",20010093
1429,Joan S. Rockwell d/b/a: Joan S. Rockwell & Associates,Joan S.,Rockwell,Greenfield,MA,"541320, 541620",20010093
1430,"Jo-Ann P. Dichiara d/b/a: James J. Murphy Insurance, LLC",Jo-Ann P.,DiChiara,Malden,MA,524210,19980059
1431,"Jo-Ann P. Dichiara d/b/a: James J. Murphy Insurance, LLC",Jo-Ann P.,DiChiara,Malden,MA,524210,19980059
1432,"John B. Cruz Construction Co., Inc.",John B.,Cruz,Roxbury,MA,236116,19840002
1433,"John H. Canto Landscape & Bobcat Services, Inc.",John H.,Canto,Harwich,MA,"237310, 237110, 238990",20060107
1434,"John H. Canto Landscape & Bobcat Services, Inc.",John H.,Canto,Harwich,MA,"237310, 237110, 238990",20060107
1435,"John K. Dietrich & Associates, Inc. d/b/a: Classic Graphx",Anne,Shuhler,Cambridge,MA,323111,20040372
1436,"John Latka & Company, Inc., d/b/a: Latka Printing & Marketing",Patricia,Banas,Westfield,MA,323111,19980134
1437,"John Latka & Company, Inc., d/b/a: Latka Printing & Marketing",Patricia,Banas,Westfield,MA,323111,19980134
1438,Johnson Pope Consutling,Enid,Pope,Boston,MA,"541613, 541810, 611710",20180189
1440,"Jordan Enterprises, Inc. d/b/a: SD Visual Images",Robert,Jordan,Marlborough,MA,"323111, 561439",19810022
1441,"Jordan Enterprises, Inc. d/b/a: SD Visual Images",Robert,Jordan,Marlborough,MA,"323111, 561439",19810022
1442,"JOS Healthcare Staffing, Inc.",Samuel,Wellington,Lynn,MA,"621610, 624120",20140308
1443,"JOS Healthcare Staffing, Inc.",Samuel,Wellington,Lynn,MA,"621610, 624120",20140308
1444,Joseph L. Blue d/b/a: Blue Stone Masonry Landscape Construction,Joseph,Blue,Worcester,MA,"238140, 561730",20100045
1447,"Joyce Consulting Group, P.C.",Erin V.,Joyce,Braintree,MA,541330,20120259
1448,"Joyce Consulting Group, P.C.",Erin V.,Joyce,Braintree,MA,541330,20120259
1452,"Julex Capital Management, LLC",Henry,Ma,Boston,MA,"523920, 523120",20160303
1453,Julival's Kitchen,Julival,Rocha,Reading,MA,"722320, 541611, 541613",
1454,Julival's Kitchen,Julival,Rocha,Reading,MA,"722320, 541611, 541613",
1455,Jung Hyun Nam d/b/a: Nam Consulting,Jung Hyun,Nam,Hopkinton,MA,,20190015
1456,Justice Cuts,Lascelle,Russell,Boston,MA,812112,20180061
1457,"Jusu CPA, LLC",Sami M.,Jusu,Randolph,MA,541211,20160273
1458,"JVS Auto Service, Inc. d/b/a: Gibbs Auto Service",Juan,Valera,Lynn,MA,"447190, 811111",20000229
1459,"JVS Auto Service, Inc. d/b/a: Gibbs Auto Service",Juan,Valera,Lynn,MA,"447190, 811111",20000229
1461,"K & S Builders, Inc.",Sajid,Lateef,Wayland,MA,"236116, 238910, 236118, 238160, 238990",20060012
1462,"K & S Builders, Inc.",Sajid,Lateef,Wayland,MA,"236116, 238910, 236118, 238160, 238990",20060012
1463,"K C Donnelly & Co., Inc.",Jane,Donnelly,Weston,MA,"531210, 531390, 541611, 541613, 541618, 531120",19880154
1464,K Daponte Construction Corporation,Kevin,DaPonte,Fall River,MA,"238990, 238140, 238110",20010306
1465,K Daponte Construction Corporation,Kevin,DaPonte,Fall River,MA,"238990, 238140, 238110",20010306
1468,"K-9 Mercantile Protection, Inc.",Tiffony,Cesero,Plymouth,MA,"561612, 561611",20070145
1469,"K-9 Mercantile Protection, Inc.",Tiffony,Cesero,Plymouth,MA,"561612, 561611",20070145
1470,"Kaf Home Health Care, LLC",Nkiruka,Mokely,Lawrence,MA,624120,20160281
1471,Kailua Royal Hawaiian,Joanne,Chance,East Boston,MA,722513,
1473,Karen L. Stacey d/b/a: Kreative Learning Solutions,Karen,Stacey,Hull,MA,"541611, 611430",20080328
1474,Karen L. Stacey d/b/a: Kreative Learning Solutions,Karen,Stacey,Hull,MA,"541611, 611430",20080328
1476,"Katherine Flaherty Consulting, LLC",Katherine,Flaherty,Franklin,MA,541611,20170167
1477,"Katherine Flaherty Consulting, LLC",Katherine,Flaherty,Franklin,MA,541611,20170167
1486,Kelley Chunn & Associates,Kelley C.,Chunn,Boston,MA,"541820, 541613",19960047
1487,Kelley Chunn & Associates,Kelley C.,Chunn,Boston,MA,"541820, 541613",19960047
1489,"Kendril, LLC",Melissa,Chan,Cambridge,MA,"541611, 541690",20180120
1490,"Kennedy & Violich Architecture, Ltd.",Juan F.,Violich,Boston,MA,541310,20040462
1491,"Kenney Masonry, LLC",Sarahbess,Kenney,Amherst,MA,238140,20120298
1492,"Kenney Masonry, LLC",Sarahbess,Kenney,Amherst,MA,238140,20120298
1494,"Kerrs Welding & Iron Works, Inc.",Gary,Kerr,Dorchester,MA,"238120, 237990",20120306
1495,"Kerrs Welding & Iron Works, Inc.",Gary,Kerr,Dorchester,MA,"238120, 237990",20120306
1496,"Keville Enterprises, Inc.",Christine,Keville,Marshfield,MA,"236220, 237310, 237130, 237990, 237110, 541512",19910159
1497,"Keville Enterprises, Inc.",Christine,Keville,Marshfield,MA,"236220, 237310, 237130, 237990, 237110, 541512",19910159
1498,"Kevin Wong & Associates, Inc.",Kevin,Wong,Wayland,MA,"541310, 541410, 236220",19940266
1503,"KGJ Fence, Inc.",Gineean M.,Holyoke,Norfolk,MA,238990,20150072
1504,"KGJ Fence, Inc.",Gineean M.,Holyoke,Norfolk,MA,238990,20150072
1505,"Kijani Construction, LLC",Tabasuri,Moses,Cambridge,MA,"236115, 236118, 238130, 238350",20160218
1506,Killer Fantasies,Shaquandra,Johnson,Boston,MA,541612,20180247
1508,"Kim Lundgren Associates, Inc",Kim,Lundgren,Boston,MA,541620,
1509,"Kitchenmakers BCCS Windoor Group, LLC",Ramsay M.,Barrett,Auburn,MA,"236118, 238350, 238160, 444190",20140012
1510,"Kitchenmakers BCCS Windoor Group, LLC",Ramsay M.,Barrett,Auburn,MA,"236118, 238350, 238160, 444190",20140012
1516,"KO Stone, Inc.",Angela,Cameron,Woburn,MA,"238990, 238910",20150026
1521,"Kreate and Print, Inc.",Kashmira P.,Vora,Norwood,MA,"323111, 541430",19950191
1522,"Kreate and Print, Inc.",Kashmira P.,Vora,Norwood,MA,"323111, 541430",19950191
1527,"Kush Groove Clothing, LLC",Michael,Pires,Boston,MA,,20190033
1531,"Kyu Sung Woo Architect, Inc.",Kyu Sung,Woo,Cambridge,MA,541310,19950104
1533,"L & L Contracting, Inc.",Kimberly,Locke,Braintree,MA,"236220, 238320, 238310, 238130, 238350, 238170, 238190",20120249
1534,"L & L Contracting, Inc.",Kimberly,Locke,Braintree,MA,"236220, 238320, 238310, 238130, 238350, 238170, 238190",20120249
1535,"L & L Supply and Mechanical, Inc.",Lindsay,Lemek,Ludlow,MA,221310,20140108
1536,"L & M Glass Company, Inc.",Avelino,Lopes,Hyannis,MA,238150,20010040
1537,"L A L Construction Company, Inc.",Marcello,Louro,Fall River,MA,237310,20040405
1538,"L A L Construction Company, Inc.",Marcello,Louro,Fall River,MA,237310,20040405
1539,"L J Electric, Inc.",Linda,Rafferty,N. Andover,MA,423610,20160037
1540,"L J Electric, Inc.",Linda,Rafferty,N. Andover,MA,423610,20160037
1545,"La Alianza Hispana, Inc.",Vivian,Pera,Boston,MA,624190,19850006
1546,"Ladybug Pest Control Services, Inc.",Linda,O'Brien,North Quincy,MA,561710,19980263
1547,"Ladybug Pest Control Services, Inc.",Linda,O'Brien,North Quincy,MA,561710,19980263
1548,"Lahlaf Geotechnical Consulting, Inc.",Abdelmadjid M.,Lahlaf,Billerica,MA,541330,20110061
1549,"Lahlaf Geotechnical Consulting, Inc.",Abdelmadjid M.,Lahlaf,Billerica,MA,541330,20110061
1550,"Laing Enterprises, Inc.",John & Noel,Laing,Dorchester,MA,"236118, 562910",19990111
1551,"Lamour By Design, Inc.",Patrice,Lamour,Randolph,MA,621330,20100066
1552,Lamson Engineering Corporation,Kin C.,Lam,Newton,MA,541330,19920115
1553,Lamson Engineering Corporation,Kin C.,Lam,Newton,MA,541330,19920115
1554,"Lancaster Packaging, Inc.",Marianne,Lancaster,Hudson,MA,"425120, 424130",19950203
1555,"Lancaster Packaging, Inc.",Marianne,Lancaster,Hudson,MA,"425120, 424130",19950203
1556,"Land Development Design Collaborative, Inc.",Michael,Farias,Fall River,MA,541320,20080223
1557,"Land Development Design Collaborative, Inc.",Michael,Farias,Fall River,MA,541320,20080223
1559,"Landmark News Group, Inc.",Angela,Mahoney,Woburn,MA,"722310, 722330, 451212",20130265
1560,"Landmark News Group, Inc.",Angela,Mahoney,Woburn,MA,"722310, 722330, 451212",20130265
1561,"Landmark News Group, Inc.",Angela,Mahoney,Woburn,MA,"722310, 722330, 451212",20130265
1565,Larry's Trucking Co.,Larry J.,Cole,Springfield,MA,"484220, 488410, 811111",20000249
1566,Larry's Trucking Co.,Larry J.,Cole,Springfield,MA,"484220, 488410, 811111",20000249
1568,"Laser Technologies Service, Inc.",Claudel,Jeannot,Concord,MA,811212,20010046
1569,"Latin American Health Alliance, Inc.",Tammy,Weiner,Worcester,MA,621420,20180213
1570,"Latino Health Insurance Program, Inc., The",Milagros,Abreu,Framingham,MA,541611,20170127
1571,"Laufer and Associates, Inc.",Julie,Laufer,Boston,MA,"561320, 561311",20040408
1572,"Laufer and Associates, Inc.",Julie,Laufer,Boston,MA,"561320, 561311",20040408
1573,Law Office of Gustavo Mayen,Gustavo,Mayen,Milton,MA,,20190042
1574,Law Office of Gustavo Mayen,Gustavo,Mayen,Milton,MA,,20190042
1575,Law Offices of Arvett G. Bradford,Arvett G.,Bradford,Springfield,MA,541110,19950093
1576,"Law Offices of Attorney Rodriguez-Ross LLC, The",Elizabeth,Rodriguez-Ross,Springfield,MA,541110,20150255
1577,"Lawhorn Irrigation, Inc.",Benjamin,Lawhorn,Carlisle,MA,238220,20100091
1578,Lawn & Beyond Organic Landscaping,Barriffe,Mackenzie,Dorchester,MA,561730,20150023
1579,"Lawrence Training School, Inc.",Maria,Alcantara,Lawrence,MA,611519,20100369
1580,"Lawrence Training School, Inc.",Maria,Alcantara,Lawrence,MA,611519,20100369
1581,"Lazaro Concrete, Inc.",Adilson Pedro,Carrias,Berlin,MA,238110,20160161
1584,"LDS Consulting Group, LLC",Lynne D.,Sweet,Newton,MA,"531390, 541910, 541613, 541618",20020199
1585,"LDS Consulting Group, LLC",Lynne D.,Sweet,Newton,MA,"531390, 541910, 541613, 541618",20020199
1588,Leanna's Family Business,Toy,Auston,Springfield,MA,311812,
1589,"LEC Environmental Consultants, Inc.",Ann,Marton,Wakefield,MA,541620,20080063
1590,"LEC Environmental Consultants, Inc.",Ann,Marton,Wakefield,MA,541620,20080063
1591,"Lee, Yee & Co., PC",Richard H.,Lee,Westwood,MA,"541211, 541611",19900133
1595,"Legacy, Inc.",Valerie,Whitmore,Milton,MA,512110,19950197
1596,"Legowski Landscaping & Construction, Inc.",Renata,Legowski,South Hadley,MA,"561730, 238350, 238140",20080121
1597,"Legowski Landscaping & Construction, Inc.",Renata,Legowski,South Hadley,MA,"561730, 238350, 238140",20080121
1601,"Leland Family Enterprises, LLC d/b/a: Lim-Tex",Nancy,Leland,North Andover,MA,339999,20140258
1602,"Leland Family Enterprises, LLC d/b/a: Lim-Tex",Nancy,Leland,North Andover,MA,339999,20140258
1603,"Lemelin Environmental Services, Inc.",Cheryl,Lemelin-Hickman,Chicopee,MA,"237120, 238910",20170223
1604,"Lemelin Environmental Services, Inc.",Cheryl,Lemelin-Hickman,Chicopee,MA,"237120, 238910",20170223
1605,"Lemon | Brooke, LLC",Jennifer,Brooke,Concord,MA,541320,20150230
1606,"Lemon | Brooke, LLC",Jennifer,Brooke,Concord,MA,541320,20150230
1607,Leo Cleaning Services,Shirley,German,Lawrence,MA,561720,20160338
1608,Leo Cleaning Services,Shirley,German,Lawrence,MA,561720,20160338
1609,"Leonardi Aray Architects, LLC",Leonardi,Aray,Cambridge,MA,541310,20100407
1610,"Leonardi Aray Architects, LLC",Leonardi,Aray,Cambridge,MA,541310,20100407
1612,"Leslie Saul and Associates, Inc.",Leslie,Saul,Cambridge,MA,"541310, 541410",20010235
1613,"Leslie Saul and Associates, Inc.",Leslie,Saul,Cambridge,MA,"541310, 541410",20010235
1618,"LGAPPAREL, LLC",Legrand,Lindor,Milton,MA,"323113, 448190, 454111",20170141
1620,"Lift Construction, LLC",Ralph,Parent,Boston,MA,,20190002
1624,"Lim Consultants, Inc.",Christine D.,Ye,Malden,MA,541330,20020165
1625,"Lim Consultants, Inc.",Christine D.,Ye,Malden,MA,541330,20020165
1626,"Lin Associates, Inc.",Daniel,Deng,Brighton,MA,"541330, 541310",19940234
1627,"Lin Associates, Inc.",Daniel,Deng,Brighton,MA,"541330, 541310",19940234
1630,Lina Ciuffo Construction Corporation,Lina,Ciuffo,Leominster,MA,"237110, 238990, 237310, 238910, 484110",19970173
1631,Lina Ciuffo Construction Corporation,Lina,Ciuffo,Leominster,MA,"237110, 238990, 237310, 238910, 484110",19970173
1635,Lisel Garcia d/b/a: Market International Insurance Agency,Lisel,Garcia,Hanover,MA,524210,19970152
1636,Lisel Garcia d/b/a: Market International Insurance Agency,Lisel,Garcia,Hanover,MA,524210,19970152
1637,"ListEngage, Inc.",Altaf M.,Shaikh,Framingham,MA,"541613, 541512",20130041
1640,"Little Star of Ours, LLC",Jessica,De Jesus Acevedo,Cambridge,MA,,20190182
1642,"LJV Development, LLC",Liseth,Velez,Everett,MA,,20190091
1643,"LJV Development, LLC",Liseth,Velez,Everett,MA,,20190091
1644,LN Enterprise,Ellen,Nestervich,Boxford,MA,"541330, 541611",20040446
1645,LN Enterprise,Ellen,Nestervich,Boxford,MA,"541330, 541611",20040446
1647,"Logan Currito, LLC",Chan,Park,East Boston,MA,"722513, 722511, 722310",20140243
1648,"Logan Currito, LLC",Chan,Park,East Boston,MA,"722513, 722511, 722310",20140243
1649,"Logan Currito, LLC",Chan,Park,East Boston,MA,"722513, 722511, 722310",20140243
1652,"Logistico, LLC",Gabriel,Gomes,Webster,MA,"541614, 517311",20140253
1653,"Logistico, LLC",Gabriel,Gomes,Webster,MA,"541614, 517311",20140253
1655,Long Bay Management Company,Kenneth I.,Guscott,Dorchester,MA,"561720, 561790, 531312",20040187
1656,"Long Bay Services, Inc.",Lisa,Guscott,Roxbury,MA,"561720, 561790",20060135
1657,"Long Bay Services, Inc.",Lisa,Guscott,Roxbury,MA,"561720, 561790",20060135
1658,"Long Wharf Capital, LLC",Michael L.,Elizondo,Boston,MA,523920,20120020
1660,"Longpoint Realty Partners, LP",Thomas,Flinn,Boston,MA,525990,20170228
1662,Lori Designs,Lori A.,Mead,Wilbraham,MA,541410,20140248
1663,Lori Designs,Lori A.,Mead,Wilbraham,MA,541410,20140248
1665,"Lotus Technical Staffing Solutions, Inc.",Amy,Fredette,Williamstown,MA,561311,20160152
1666,"Love and Mercy Home Healthcare, LLC",Anthony,Ehikhamhen,Dedham,MA,621610,20160269
1667,"Love My Care Home Health Services, LLC",Helena,Shields,New Bedford,MA,624120,20170237
1671,LSL Cleaning Company,Louise,Powell,Randolph,MA,561720,20140096
1672,LSL Cleaning Company,Louise,Powell,Randolph,MA,561720,20140096
1673,"Lucianos Excavation, Inc.",Luciano,Ribeiro,Taunton,MA,,20190088
1674,"Luna Design Group, Inc.",Joseph,Luna,Danvers,MA,541310,19920048
1675,"Luna Engineering, Inc.",Severino,Luna,Leominster,MA,541330,20170174
1676,"Luna Engineering, Inc.",Severino,Luna,Leominster,MA,541330,20170174
1680,"LXC Engineering Group, LLC",Louis,Chrispin,Boston,MA,"541330, 541340, 541350, 541490, 541690, 541990",20180261
1681,"LXC Engineering Group, LLC",Louis,Chrispin,Boston,MA,"541330, 541340, 541350, 541490, 541690, 541990",20180261
1682,"LXC Engineering Group, LLC",Louis,Chrispin,Boston,MA,"541330, 541340, 541350, 541490, 541690, 541990",20180261
1683,LydRiv Communications,Lydia M.,Rivera,Dorchester,MA,"541820, 541613",20130017
